"pair_id","Need_A","Identity_A","Control_A","Effort_A","Reciprocity_A","Attitude_A","Sex_A","Need_B","Identity_B","Control_B","Effort_B","Reciprocity_B","Attitude_B","Sex_B"
22011,"holgura","chile","aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22012,"dificultad","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22013,"holgura","venezuela","aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22014,"dificultad","peru","aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22015,"holgura","peru","aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22016,"dificultad","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22017,"holgura","chile","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22018,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22019,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22020,"dificultad","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22021,"holgura","peru","no_aplico","menos","no_hizo","agradece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22022,"dificultad","venezuela","aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22023,"dificultad","peru","aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22024,"dificultad","chile","no_aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22025,"dificultad","venezuela","no_aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22026,"holgura","venezuela","no_aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22027,"dificultad","peru","no_aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22028,"holgura","peru","no_aplico","mas","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22029,"dificultad","chile","aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22030,"dificultad","venezuela","aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22031,"holgura","venezuela","aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22032,"dificultad","peru","aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22033,"holgura","peru","aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22034,"dificultad","chile","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22035,"holgura","chile","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22036,"dificultad","venezuela","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22037,"holgura","venezuela","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22038,"dificultad","peru","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22039,"holgura","peru","no_aplico","igual","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22040,"dificultad","chile","aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22041,"dificultad","venezuela","aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22042,"holgura","venezuela","aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22043,"dificultad","peru","aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22044,"holgura","peru","aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22045,"dificultad","chile","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22046,"holgura","chile","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22047,"dificultad","venezuela","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22048,"holgura","venezuela","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22049,"dificultad","peru","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22050,"holgura","peru","no_aplico","menos","hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22051,"dificultad","chile","aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22052,"dificultad","venezuela","aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22053,"holgura","venezuela","aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22054,"dificultad","peru","aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22055,"holgura","peru","aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22056,"dificultad","chile","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22057,"holgura","chile","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22058,"dificultad","venezuela","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22059,"holgura","venezuela","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22060,"dificultad","peru","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22061,"holgura","peru","no_aplico","mas","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22062,"dificultad","chile","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22063,"holgura","chile","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22064,"dificultad","venezuela","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22065,"holgura","venezuela","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22066,"dificultad","peru","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22067,"holgura","peru","aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22068,"dificultad","chile","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22069,"holgura","chile","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22070,"dificultad","venezuela","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22071,"holgura","venezuela","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22072,"dificultad","peru","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22073,"holgura","peru","no_aplico","igual","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22074,"dificultad","chile","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22075,"holgura","chile","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22076,"dificultad","venezuela","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22077,"holgura","venezuela","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22078,"dificultad","peru","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22079,"holgura","peru","aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22080,"dificultad","chile","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22081,"holgura","chile","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22082,"dificultad","venezuela","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22083,"holgura","venezuela","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22084,"dificultad","peru","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22085,"holgura","peru","no_aplico","menos","no_hizo","merece","mujer","holgura","chile","aplico","mas","hizo","merece","hombre"
22086,"dificultad","chile","aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22087,"dificultad","venezuela","aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22088,"holgura","venezuela","aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22089,"dificultad","peru","aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22090,"holgura","peru","aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22091,"dificultad","chile","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22092,"holgura","chile","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22093,"dificultad","venezuela","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22094,"holgura","venezuela","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22095,"dificultad","peru","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22096,"holgura","peru","no_aplico","mas","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22097,"dificultad","chile","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22098,"holgura","chile","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22099,"dificultad","venezuela","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22100,"holgura","venezuela","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22101,"dificultad","peru","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22102,"holgura","peru","aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22103,"dificultad","chile","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22104,"holgura","chile","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22105,"dificultad","venezuela","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22106,"holgura","venezuela","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22107,"dificultad","peru","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22108,"holgura","peru","no_aplico","igual","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22109,"dificultad","chile","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22110,"holgura","chile","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22111,"dificultad","venezuela","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22112,"holgura","venezuela","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22113,"dificultad","peru","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22114,"holgura","peru","aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22115,"dificultad","chile","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22116,"holgura","chile","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22117,"dificultad","venezuela","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22118,"holgura","venezuela","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22119,"dificultad","peru","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22120,"holgura","peru","no_aplico","menos","hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22121,"dificultad","chile","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22122,"holgura","chile","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22123,"dificultad","venezuela","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22124,"holgura","venezuela","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22125,"dificultad","peru","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22126,"holgura","peru","aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22127,"dificultad","chile","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22128,"holgura","chile","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22129,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22130,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22131,"dificultad","peru","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22132,"holgura","peru","no_aplico","mas","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22133,"dificultad","chile","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22134,"holgura","chile","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22135,"dificultad","venezuela","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22136,"holgura","venezuela","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22137,"dificultad","peru","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22138,"holgura","peru","aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22139,"dificultad","chile","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22140,"holgura","chile","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22141,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22142,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22143,"dificultad","peru","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22144,"holgura","peru","no_aplico","igual","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22145,"dificultad","chile","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22146,"holgura","chile","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22147,"dificultad","venezuela","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22148,"holgura","venezuela","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22149,"dificultad","peru","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22150,"holgura","peru","aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22151,"dificultad","chile","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22152,"holgura","chile","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22153,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22154,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22155,"dificultad","peru","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22156,"holgura","peru","no_aplico","menos","no_hizo","agradece","hombre","holgura","chile","aplico","mas","hizo","merece","hombre"
22157,"dificultad","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22158,"holgura","chile","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22159,"holgura","venezuela","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22160,"dificultad","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22161,"holgura","peru","aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22162,"dificultad","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22163,"holgura","chile","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22164,"dificultad","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22165,"holgura","venezuela","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22166,"dificultad","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22167,"holgura","peru","no_aplico","mas","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22168,"dificultad","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22169,"holgura","chile","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22170,"dificultad","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22171,"holgura","venezuela","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22172,"dificultad","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22173,"holgura","peru","aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22174,"dificultad","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22175,"holgura","chile","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22176,"dificultad","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22177,"holgura","venezuela","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22178,"dificultad","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22179,"holgura","peru","no_aplico","igual","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22180,"dificultad","chile","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22181,"holgura","chile","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22182,"dificultad","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22183,"holgura","venezuela","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22184,"dificultad","peru","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22185,"holgura","peru","aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22186,"dificultad","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22187,"holgura","chile","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22188,"dificultad","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22189,"holgura","venezuela","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22190,"dificultad","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22191,"holgura","peru","no_aplico","menos","hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22192,"dificultad","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22193,"holgura","chile","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22194,"dificultad","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22195,"holgura","venezuela","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22196,"dificultad","peru","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22197,"holgura","peru","aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22198,"dificultad","chile","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22199,"holgura","chile","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22200,"dificultad","venezuela","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22201,"holgura","venezuela","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22202,"dificultad","peru","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22203,"holgura","peru","no_aplico","mas","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22204,"dificultad","chile","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22205,"holgura","chile","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22206,"dificultad","venezuela","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22207,"holgura","venezuela","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22208,"dificultad","peru","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22209,"holgura","peru","aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22210,"dificultad","chile","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22211,"holgura","chile","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22212,"dificultad","venezuela","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22213,"holgura","venezuela","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22214,"dificultad","peru","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22215,"holgura","peru","no_aplico","igual","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22216,"dificultad","chile","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22217,"holgura","chile","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22218,"dificultad","venezuela","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22219,"holgura","venezuela","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22220,"dificultad","peru","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22221,"holgura","peru","aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22222,"dificultad","chile","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22223,"holgura","chile","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22224,"dificultad","venezuela","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22225,"holgura","venezuela","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22226,"dificultad","peru","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22227,"holgura","peru","no_aplico","menos","no_hizo","agradece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22228,"holgura","chile","aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22229,"holgura","peru","aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22230,"dificultad","chile","no_aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22231,"holgura","chile","no_aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22232,"holgura","venezuela","no_aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22233,"dificultad","peru","no_aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22234,"holgura","peru","no_aplico","mas","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22235,"dificultad","chile","aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22236,"holgura","chile","aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22237,"holgura","venezuela","aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22238,"dificultad","peru","aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22239,"holgura","peru","aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22240,"dificultad","chile","no_aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
22241,"holgura","chile","no_aplico","igual","hizo","merece","mujer","dificultad","venezuela","aplico","mas","hizo","merece","hombre"
